source_id,ra,ra_error,dec,dec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,a_g_val,e_bp_min_rp_val
17425578,234.51557301619667,0.36235374,11.3380921093533,0.31872645,301.1563,0.74406606,19.49142,76.073616,2.9111934,20.648315,269.7421,7.8210764,18.684528,0.12786588,0.06393294
17425580,234.9699480268059,0.35897335,10.394428343855308,0.31216478,310.0144,0.75384957,19.459946,78.12518,2.9304497,20.619423,277.90955,7.8868413,18.652142,0.13722774,0.06861387
17425581,235.90901590117082,0.34863713,10.356794577014794,0.30405805,318.98175,0.7562677,19.428986,80.17655,2.924299,20.591282,286.61868,7.8752837,18.618639,0.13978773,0.06989387
17425582,234.5115569118498,0.33008903,11.760741563482357,0.2920696,331.62756,0.7543766,19.386774,83.484474,2.9001627,20.547386,297.8186,7.804006,18.57702,0.13372158,0.06686079
17425584,236.21517364125646,0.41182858,10.114215803198523,0.35835597,265.36295,0.7335743,19.6288,67.123726,2.922234,20.78421,236.72699,7.8633466,18.82628,0.117756866,0.058878433
17425585,235.08851764688194,0.3329987,11.82716175758299,0.29556933,326.6188,0.75066245,19.403297,82.368286,2.883631,20.562,291.6855,7.7846837,18.599613,0.12991276,0.06495638
17425586,235.88210551440548,0.29349005,11.146861800436477,0.25877997,381.7007,0.77750355,19.234093,96.536514,2.9177768,20.389671,341.7384,7.843996,18.427666,0.12309128,0.06154564
17425587,235.7955006943212,0.29416603,10.180599473115857,0.25582078,389.43912,0.7881676,19.212301,98.45039,2.9455397,20.368357,348.7204,7.9220414,18.405706,0.124825776,0.062412888
17425588,236.06821627669356,0.28665978,11.711925066689993,0.25495952,386.91473,0.7752461,19.219362,93.28028,2.8073063,20.426926,351.94724,7.8055773,18.395706,0.12754954,0.06377477
17425589,236.25872415253988,0.2678631,11.246875354186104,0.23684417,422.68155,0.7931285,19.123367,105.99182,2.9043052,20.28822,380.11234,7.8490276,18.31212,0.14898059,0.074490294
17425591,235.32030646630946,0.3180582,11.093008869971422,0.27964905,349.57068,0.76531076,19.329563,88.10577,2.9167933,20.48889,313.80115,7.8450556,18.520264,0.12909767,0.064548835
17425592,236.14790820007846,0.22429727,11.423941961007086,0.1987393,518.71735,0.8307369,18.901073,157.28946,3.2764192,19.859652,430.2632,7.8636055,18.177565,0.12316965,0.061584827
17425594,235.5062253399813,0.25789496,10.171682887924423,0.22401552,454.1745,0.81585526,19.045343,137.79527,3.3126147,20.003315,376.63327,7.9429345,18.322104,0.12078963,0.060394816
17425595,235.79085329057602,0.2293669,11.178596322344363,0.2022627,509.07596,0.8295519,18.921444,154.09091,3.2773204,19.881958,421.93155,7.884407,18.198795,0.12273142,0.06136571
17425597,234.72892204386673,0.22673187,11.880994878534839,0.20112468,511.11823,0.8271151,18.917097,154.55798,3.2774286,19.878672,426.00555,7.85511,18.188362,0.14833501,0.074167505
17425599,235.7155316341929,0.2379291,10.401521724428617,0.20748939,496.54962,0.8308374,18.948494,149.66881,3.2918513,19.913572,412.31137,7.9393086,18.223837,0.14068843,0.07034422
17425601,234.54756711368853,0.20166306,10.36234710498202,0.17501615,611.9551,0.8719686,18.721601,185.04282,3.2303634,19.68322,507.42694,7.78367,17.998466,0.12707523,0.06353761
17425602,236.1725508208084,0.2037775,10.877591617387585,0.17918941,590.51825,0.85595274,18.760317,179.43748,3.2221563,19.716618,491.12918,7.704952,18.03391,0.12793623,0.063968115
17425603,235.05761795422987,0.17572667,11.483490266712378,0.15520234,704.20856,0.89580965,18.569147,213.00984,3.2149727,19.530401,585.76776,7.7301054,17.842587,0.11837276,0.05918638
17425604,235.93149703331952,0.20099154,11.651497445104127,0.17852095,590.20935,0.8501512,18.760885,179.36873,3.2009761,19.717033,490.84103,7.6536207,18.034548,0.12734216,0.06367108
17425605,236.13782366646518,0.25104856,11.053502793328677,0.22127485,457.56128,0.80910593,19.037277,139.06613,3.2986135,19.993347,381.14874,7.8656173,18.309164,0.12768602,0.06384301
17425606,234.99368934442145,0.16351397,10.08285072563241,0.14159492,799.64435,0.94275606,18.431158,241.32521,3.2683685,19.394894,665.82336,7.8767934,17.703503,0.12805507,0.06402753
17425607,235.7323840392487,0.18237416,11.68956544036325,0.16195217,665.7122,0.8785033,18.630184,201.25998,3.1877751,19.592007,552.04724,7.6856723,17.90696,0.12787779,0.06393889
17425610,235.65034546927797,0.1921488,10.362468042211088,0.16743556,645.0409,0.88203204,18.664433,194.43044,3.2197015,19.62949,535.6068,7.775844,17.939785,0.1406034,0.0703017
17425611,235.44674860680703,0.15766482,11.860703846851726,0.14019944,798.32495,0.9254438,18.432951,241.458,3.2094448,19.394297,662.9358,7.734772,17.708221,0.1340142,0.0670071
17425612,235.51321853324887,0.16353421,10.372244846524705,0.14244948,791.0238,0.93578315,18.442926,237.3425,3.241796,19.412962,660.3242,7.8412232,17.712507,0.15261698,0.07630849
17425613,235.70489970994598,0.17191878,11.790781811983633,0.15287109,715.1632,0.89579284,18.552387,216.83527,3.2022395,19.511076,593.23627,7.6997194,17.82883,0.12360255,0.061801273
17425614,234.4696197603239,0.1644858,10.428233618730548,0.14283976,789.4512,0.93722886,18.445087,235.9212,3.2225187,19.419483,655.911,7.8561635,17.719788,0.12314688,0.06157344
17425615,235.52242473942093,0.16419682,11.949906163402336,0.14623457,755.85913,0.9094839,18.492298,227.76286,3.1842515,19.457693,626.78375,7.7088223,17.769106,0.13407587,0.06703793
17425616,235.7647869079946,0.15487882,10.455298846296426,0.1351894,844.9681,0.95352924,18.3713,256.12714,3.259851,19.330261,700.6805,7.8512897,17.6481,0.14072259,0.070361294
17425617,234.62461268085414,0.14504941,10.85010633936607,0.1267723,918.0691,0.9780118,18.281212,279.01218,3.2731757,19.237343,760.4207,7.8752,17.559265,0.12959242,0.06479621
17425619,236.30967302185343,0.15614894,10.739520015202011,0.13711041,827.0817,0.94339097,18.39453,253.15643,3.2803705,19.342928,687.0038,7.812228,17.669502,0.113509186,0.056754593
17425620,234.49557715224068,0.16626278,11.326353751491302,0.14620969,761.3058,0.91909844,18.484503,231.59422,3.2667654,19.43958,636.8258,7.778157,17.751848,0.1278422,0.0639211
17425621,234.92278903224076,0.14585426,11.661420770867077,0.12907636,890.689,0.9604704,18.314085,271.29178,3.2572856,19.267809,739.9996,7.798405,17.588821,0.11796408,0.05898204
17425622,235.60938851701425,0.14212006,10.083312887411257,0.123345256,955.65137,0.9956597,18.237652,288.64233,3.2880917,19.2005,795.4342,7.931364,17.51039,0.12459424,0.06229712
17425623,236.11263497592083,0.14564668,11.841862437898216,0.12980133,880.9433,0.9527368,18.32603,268.17712,3.245228,19.280346,733.5229,7.7591505,17.598366,0.13628967,0.068144836
17425624,235.9940099313361,0.12972856,11.512200174335284,0.115024626,1036.1595,1.0079772,18.149834,312.73676,3.251013,19.113453,862.7164,7.8511677,17.42223,0.12760648,0.06380324
17425625,234.9124908248929,0.1130598,10.014099710172292,0.09778259,1308.708,1.11305,17.896294,451.69272,3.6280925,18.714293,1018.4346,8.068768,17.242067,0.127981,0.0639905
17425627,235.98501861591387,0.10188319,11.406956151109481,0.09019802,1445.64,1.1361029,17.78825,500.82285,3.6214788,18.60219,1124.7441,8.028344,17.134266,0.12287642,0.06143821
17425628,235.8050860369898,0.09988931,11.227553654171386,0.088150755,1496.5222,1.1535835,17.750692,512.0116,3.6017458,18.578201,1168.0809,8.067552,17.093218,0.12271052,0.06135526
17425629,234.90150861398587,0.09147279,10.270925153890332,0.07938958,1758.4937,1.2428973,17.575548,599.7056,3.6815002,18.406555,1374.8501,8.269574,16.916262,0.13723932,0.06861966
17425630,235.3073548441492,0.08842369,11.987081299577708,0.078728154,1752.225,1.2198788,17.579426,601.6981,3.6283717,18.402954,1363.0378,8.122552,16.92563,0.13359594,0.06679797
17425631,235.54608773876302,0.10200771,10.448311699042325,0.08896019,1487.843,1.1603366,17.757008,505.68,3.614999,18.591711,1165.2936,8.130925,17.095812,0.15258788,0.07629394
17425632,234.90713690141234,0.09613722,10.181951954575759,0.08333729,1639.7142,1.2099154,17.65148,570.4546,3.73203,18.460848,1279.435,8.226184,16.994354,0.1277838,0.0638919
17425633,235.9381924770557,0.08720151,11.480862825982255,0.07726751,1806.5203,1.2388269,17.546293,617.4126,3.6428783,18.374962,1410.8267,8.172643,16.888216,0.12752838,0.06376419
17425634,234.62370896660332,0.08981777,11.43840735522297,0.07914726,1749.3857,1.2274265,17.581186,601.09064,3.6464434,18.40405,1356.5641,8.174534,16.9308,0.11935418,0.05967709
17425635,234.64980393207227,0.07527048,10.125228639957076,0.06513628,2370.279,1.4106671,17.251402,818.02295,3.8205528,18.069487,1838.9917,8.536298,16.60045,0.110902764,0.055451382
17425637,234.63302658548793,0.09013461,10.014609458658905,0.07787596,1813.8085,1.2625213,17.541922,622.17926,3.7160094,18.366611,1413.8187,8.317291,16.885916,0.11098241,0.055491205
17425638,234.34989916027754,0.08391366,11.812044841551293,0.074256174,1917.3619,1.2703282,17.48164,666.2069,3.7256315,18.292377,1497.0801,8.225152,16.823788,0.13335668,0.06667834
17425639,234.74471728378023,0.06790544,10.927458312218667,0.059439536,2705.0803,1.4832251,17.10795,1055.4293,4.1475954,17.792828,1956.2131,8.531345,16.53336,0.14302957,0.071514785
17425640,235.75771378815668,0.066312484,11.011313602338864,0.058332015,2777.041,1.4957638,17.079445,1088.0533,4.1586013,17.759775,2002.996,8.527739,16.5077,0.122987464,0.061493732
17425641,234.55379555592512,0.07334699,11.135138913557395,0.06434263,2388.071,1.4018997,17.243282,928.9469,4.0695267,17.931423,1729.7391,8.397638,16.666948,0.12815818,0.06407909
17425642,234.7772266229457,0.06990313,11.921837778817988,0.062055502,2505.9106,1.4203608,17.190987,980.09015,4.0726695,17.873236,1808.2091,8.3725395,16.618778,0.14839752,0.07419876
17425643,235.67632520817577,0.065828726,11.763210959713808,0.058506105,2745.0422,1.477865,17.092028,1081.6611,4.1354823,17.766172,1971.2129,8.452573,16.525066,0.123575166,0.061787583
17425644,234.49082538589425,0.061698735,10.331718294942657,0.05351227,3216.0376,1.6151863,16.920097,1274.5068,4.3185315,17.588045,2302.2278,8.773659,16.35653,0.1232872,0.0616436
17425645,234.50584835492765,0.0675371,10.218092260782472,0.058487695,2794.4185,1.5162731,17.072672,1093.9084,4.2052155,17.753948,2016.6311,8.627858,16.500334,0.12715724,0.06357862
17425646,235.46005410198168,0.067540206,10.082082456027287,0.058585137,2784.3242,1.5120732,17.076601,1084.757,4.1857104,17.76307,2014.8252,8.617173,16.501307,0.12080371,0.060401853
17425647,235.75238694318688,0.057829008,11.52375476824429,0.051236853,3401.4336,1.6299483,16.859245,1336.007,4.240338,17.536879,2447.868,8.663456,16.28993,0.12808537,0.06404269
17425648,234.88366931018976,0.049933914,10.188335155037736,0.04328568,4559.244,1.9065598,16.541168,1936.6343,4.7714734,17.133781,3115.7644,9.162048,16.027988,0.13730258,0.06865129
17425649,234.78594061808283,0.050363217,11.825033617946822,0.0446496,4257.9746,1.815096,16.615393,1825.8168,4.657148,17.197758,2890.6194,8.900325,16.109423,0.14852868,0.07426434
17425650,235.29817752302756,0.049467422,11.240131852698543,0.04357989,4455.153,1.8639271,16.566244,1903.027,4.7108502,17.152788,3032.6497,9.015065,16.057344,0.10963593,0.054817963
17425651,234.9887441808146,0.040631086,10.790775558973678,0.035530224,6367.6777,2.250412,16.178448,2709.4558,5.1687665,16.769196,4346.3906,9.789324,15.666578,0.12881611,0.06440806
17425652,235.34197372714084,0.03412441,11.924042883174362,0.030359525,8292.508,2.5683615,15.8916855,3916.8613,5.9659758,16.369055,5239.1826,10.177906,15.463741,0.13373272,0.06686636
17425653,235.96092498257866,0.036981482,10.324947656502577,0.032244556,7558.9355,2.4734812,15.992249,3527.5618,5.804829,16.482714,4821.9375,10.0799465,15.553846,0.1399372,0.0699686
17425654,234.96461793900244,0.040901445,11.039457649028485,0.035887625,6224.375,2.2183158,16.203161,2910.3687,5.435707,16.69153,3961.0864,9.554283,15.7673645,0.14334367,0.071671836
17425655,235.4317230577251,0.03629153,11.712749097728066,0.03220193,7477.0933,2.4299097,16.004068,3509.6362,5.7364545,16.488245,4747.4565,9.919774,15.570747,0.11025843,0.055129215
17425656,235.8241570441967,0.03290906,11.386404116166743,0.029108876,8989.008,2.680032,15.804121,4209.1636,6.0997734,16.29091,5718.549,10.419728,15.368686,0.122591436,0.061295718
17425657,235.17594336119686,0.036518384,11.061014514097064,0.032076772,7586.9688,2.4659896,15.98823,3548.3088,5.7909155,16.476347,4831.3916,10.0343075,15.55172,0.12886171,0.064430855
17425658,234.99519186640495,0.039292112,10.734085020489097,0.034333088,6749.7734,2.3227253,16.115177,3156.8052,5.5912423,16.603281,4298.2197,9.769956,15.6786785,0.12879719,0.064398594
17425659,235.72940886952796,0.039110985,11.157263851739621,0.034471095,6656.0444,2.291902,16.13036,3166.8972,5.5951123,16.599815,4182.1777,9.648123,15.708394,0.11572132,0.05786066
17425660,235.24178882382017,0.040789906,10.368395324290882,0.035493705,6384.244,2.261228,16.175627,3004.7822,5.5336,16.656868,4045.3113,9.656176,15.74452,0.15202172,0.07601086
17425661,235.54526537173837,0.03407944,10.220129409462706,0.02962649,8801.906,2.6798222,15.826959,4447.0034,6.448251,16.231232,5280.5005,10.298067,15.455213,0.12432767,0.062163834
17425662,235.591490965368,0.03761803,11.489957593147285,0.033293933,7059.3257,2.3590505,16.066492,3310.7385,5.6312943,16.551588,4481.456,9.787817,15.633352,0.12780236,0.06390118
17425663,235.53138475880777,0.028836912,11.364378563576901,0.025471332,11468.205,3.0886803,15.539661,5704.9463,7.065746,15.960772,6948.515,11.132293,15.15717,0.11517821,0.057589106
17425664,234.80042081005124,0.032396648,11.548802866480933,0.028611312,9264.8545,2.7291958,15.771304,4670.2886,6.4984555,16.178041,5560.778,10.345375,15.399061,0.11954272,0.05977136
17425665,235.34538635013033,0.028315675,10.9599114397001,0.024852218,12047.709,3.1942341,15.486139,6221.806,7.465723,15.86661,7084.316,11.258321,15.136155,0.12929025,0.06464513
17425666,235.63100018125687,0.024616655,10.191120531507883,0.021398207,16054.928,3.835686,15.174379,8354.722,8.800894,15.546571,9388.768,12.682968,14.830379,0.124514945,0.062257472
17425667,235.42082188230125,0.026885767,11.50704279254901,0.023785884,12985.014,3.3237622,15.404795,6795.479,7.786693,15.77085,7559.5083,11.471578,15.065666,0.110418685,0.055209342
17425668,234.9126830012007,0.023128476,10.752530750458014,0.020208444,17791.68,4.0805435,15.062859,9608.208,9.585463,15.394794,10079.51,13.048817,14.753302,0.13117698,0.06558849
17425669,236.05769720945815,0.02384253,10.806003588865222,0.020935874,16577.777,3.8871114,15.139585,8895.881,9.1101,15.478428,9424.321,12.618735,14.826275,0.11300369,0.056501847
17425670,234.76462986483332,0.026624463,11.908401746971329,0.02362986,13116.396,3.3371131,15.393864,6813.739,7.7697606,15.767937,7688.3604,11.521165,15.047316,0.14838442,0.07419221
17425671,235.31801287157913,0.023008509,10.682443571289607,0.020114161,17946.182,4.1018534,15.053471,9637.168,9.591028,15.391527,10220.876,13.1268635,14.73818,0.12182528,0.06091264
17425672,234.7743860115287,0.023347624,11.285536085686813,0.020541554,17153.305,3.967279,15.102531,9297.928,9.361708,15.430435,9691.416,12.759757,14.795932,0.12605265,0.063026324
17425673,236.0539521915105,0.019492975,11.090573188759867,0.017184846,24054.297,4.952894,14.735418,13076.552,11.637897,15.060167,13563.995,15.03853,14.430931,0.12347532,0.06173766
17425674,235.06078972761344,0.01890402,10.570749817321218,0.01648473,26296.014,5.3051553,14.638676,14101.112,12.331035,14.978267,14996.655,16.014784,14.321915,0.12910229,0.064551145
17425675,234.60002416321618,0.023064861,10.025790295009378,0.019928593,18430.992,4.207549,15.0245285,9992.608,9.900584,15.352203,10402.016,13.344816,14.719107,0.11091859,0.055459294
17425676,236.0893318623447,0.022351848,10.197800396681394,0.019463433,19129.955,4.2870274,14.984116,10777.781,10.387315,15.270077,10428.604,13.2880125,14.716335,0.14886113,0.07443056
17425677,236.01422993754164,0.019409051,10.661321836046307,0.017005738,24631.559,5.0548363,14.709671,13827.381,12.185163,14.999551,13418.078,15.014069,14.442675,0.11305912,0.05652956
17425678,234.69064812573333,0.017541487,10.976216934739506,0.015361874,29967.744,5.797949,14.496765,16862.373,14.066707,14.784103,16341.831,16.784475,14.228648,0.14285856,0.07142928
17425679,235.60717349250237,0.015718263,10.95192307322605,0.013807471,36739.566,6.7056494,14.275565,20777.332,16.461658,14.557426,19924.982,18.92909,14.013405,0.1172069,0.05860345
17425680,235.12053550398474,0.01916949,11.19903505113143,0.016867049,24899.365,5.077856,14.697929,14517.28,12.62324,14.946688,13044.129,14.752392,14.473363,0.10938223,0.054691114
17425681,235.5395009685054,0.018675312,10.172497297436758,0.016224092,27106.654,5.432614,14.605711,15886.295,13.594392,14.848845,14166.786,15.56073,14.383722,0.12436941,0.062184706
17425682,234.4972972553032,0.013135539,11.104688790681356,0.011515625,52476.57,8.807762,13.888487,28364.709,21.1442,14.219455,29704.268,24.977346,13.579853,0.12808798,0.06404399
17425683,235.4367479924909,0.01981956,10.57248573005976,0.017307427,23846.582,4.955644,14.744835,13892.299,12.309619,14.994465,12534.8125,14.522616,14.516605,0.12215232,0.06107616
17425684,234.79703404996724,0.015167921,11.021762870939908,0.013296969,39539.93,7.0913367,14.19581,23099.021,17.96641,14.442417,20721.605,19.447397,13.970841,0.14302081,0.071510404
17425685,236.11952144006858,0.013873081,10.045445110317349,0.012056152,48274.812,8.303636,13.979099,26959.258,20.435078,14.274631,26489.5,23.129423,13.704216,0.14911662,0.07455831
17425686,234.97325271243452,0.016212603,11.650074292135189,0.014348083,33857.953,6.2849607,14.364248,19739.895,15.778987,14.613038,17782.326,17.540432,14.136929,0.11806578,0.05903289
17425687,236.1644066216069,0.009269561,11.663964026029042,0.008241814,100123.82,14.8487015,13.187057,49226.586,33.764866,13.620901,61386.39,44.325806,12.79172,0.12778786,0.06389393
17425688,235.86522124748763,0.011783413,11.735740309497562,0.01047597,62234.15,9.992582,13.703329,36227.44,25.912766,13.953806,32717.352,26.601591,13.474955,0.12809269,0.064046346
17425689,234.31550515329798,0.009056241,10.945485924642119,0.0079164,109179.18,16.184752,13.093051,63545.02,43.38877,13.343697,57406.77,42.345634,12.864492,0.12891366,0.06445683
17425690,235.29965521138226,0.008132673,11.071244470378543,0.007147833,132916.98,19.162392,12.879449,74654.82,50.159206,13.168756,72421.984,51.58273,12.612224,0.12908001,0.064540006
17425691,236.1457505671556,0.0128634935,11.470363737216406,0.011405138,52752.76,8.777515,13.882788,31781.568,23.235481,14.095963,26654.514,22.923761,13.697474,0.12311979,0.061559893
17425692,235.97800140389435,0.011274777,10.637107751412135,0.009874046,70613.53,11.185248,13.566181,42644.008,30.234583,13.776755,35537.926,28.6258,13.38517,0.1130174,0.0565087
17425693,235.2865122116891,0.009781338,11.09830304252981,0.008599688,92251.91,13.948372,13.275962,55788.152,38.394413,13.485045,46452.324,35.3414,13.094381,0.12902525,0.064512625
17425694,234.42637424124902,0.0070577934,11.898153734354855,0.006254944,170147.62,23.780085,12.611336,111430.66,73.005226,12.733889,77168.36,54.270287,12.543302,0.13340406,0.06670203
17425852,0.0,0.0,0.0,0.0,42.39219,0.0,21.620186,8.304914,0.0,23.053062,41.73945,0.0,20.710533,0.12951583,0.06475791
17425855,235.71364686763152,1.1766958,10.31146440711503,1.0248649,86.020134,0.6521956,20.8519,21.634134,2.9210951,22.013552,76.89346,7.828106,20.047176,0.1407964,0.0703982
17425856,234.86167532195745,1.3065158,10.334876065513155,1.1347649,77.50048,0.6491015,20.96514,19.39242,2.948243,22.13232,69.96548,7.852992,20.14969,0.13708392,0.06854196
17425857,234.63083768757295,1.1046466,11.523140347968479,0.9745969,90.17826,0.6485856,20.800646,21.786882,2.8233643,22.005913,81.970314,7.755464,19.977758,0.1192799,0.05963995
17425861,234.3864313028151,0.92671365,10.305262047743538,0.80314934,111.26617,0.66727793,20.572493,27.4137,2.8735504,21.756481,99.96962,7.8434987,19.76223,0.123129815,0.061564907
17425863,235.03710062101527,0.8220337,11.300530448149425,0.7241032,123.19473,0.6657524,20.46192,31.094215,2.8901587,21.619701,109.98547,7.754304,19.658562,0.12651175,0.06325588
17425864,235.20998701498021,0.6977116,10.61573758269264,0.60913527,148.61084,0.6823162,20.258274,36.85169,2.843877,21.435257,132.1581,7.80452,19.459166,0.12933044,0.06466522
17425866,234.45494998543987,0.6810782,11.935346941349275,0.60398626,148.96893,0.67533636,20.255661,36.609013,2.818125,21.44243,133.9624,7.722992,19.444443,0.13341607,0.066708036
17425867,235.6534560122601,0.5093527,10.82983447825096,0.44674572,207.28831,0.70817256,19.896963,52.37462,2.8993168,21.053598,184.99345,7.7974567,19.09401,0.12228138,0.06114069
17425869,234.35667797336683,0.43749577,10.83318908249466,0.38189495,246.3717,0.7233519,19.709423,73.52375,3.226435,20.685331,204.81963,7.8314505,18.98347,0.1291138,0.0645569
17425870,235.20621368187201,0.5535889,10.243877812601003,0.48081908,191.82759,0.7056484,19.981123,56.939827,3.2218795,20.96286,159.84546,7.8405895,19.25265,0.15210891,0.076054454
17425871,235.1024822449376,0.3446471,10.102974892147811,0.29864845,325.7918,0.762681,19.40605,98.30455,3.2801166,20.369967,269.9962,7.9027658,18.683506,0.12823503,0.06411751
17425872,234.6306788542668,0.3425419,11.109945235239879,0.30047154,321.6767,0.7544517,19.419851,96.01425,3.2253008,20.395561,267.40326,7.834398,18.693983,0.1283271,0.06416355
17425873,235.41387924210267,0.37585306,11.775094334198524,0.3337712,284.02728,0.7318386,19.555,84.66394,3.1914496,20.532154,236.24261,7.7554665,18.828505,0.13403673,0.06701837
17425874,236.253721865435,0.366509,10.84169566305174,0.32221824,296.88242,0.742437,19.506939,88.924286,3.2241518,20.47885,246.41635,7.812546,18.782726,0.11331642,0.05665821
17425875,234.3868684940799,0.3679977,10.887818476228537,0.32150942,298.53247,0.7463437,19.500921,90.07201,3.2711966,20.464926,248.59987,7.8467455,18.773148,0.12910923,0.06455462
17425876,235.39060658241516,0.2610577,10.617551278320613,0.22807293,443.35162,0.80814546,19.07153,133.97086,3.2808821,20.033875,367.1882,7.906453,18.349678,0.12202253,0.061011266
17425877,236.1213512599136,0.25995725,11.62115232769565,0.2309577,433.29944,0.794985,19.09643,129.3492,3.2135203,20.071991,360.17163,7.8138638,18.370626,0.12774658,0.06387329
17425878,235.16020918215187,0.30304027,10.244151503622811,0.26316205,376.23773,0.7833384,19.249744,112.77293,3.2529566,20.220888,310.9908,7.9113693,18.530031,0.13778725,0.06889363
17425880,235.42841572354934,0.14366114,10.649015536800068,0.12558188,927.53784,0.98112786,18.270071,317.46118,3.5074432,19.097174,722.0765,7.8552403,17.615442,0.122055784,0.061027892
17425881,234.62327382369273,0.1379617,10.592483214608365,0.12014703,985.3415,1.0033151,18.204433,336.98645,3.5204217,19.03237,766.1896,7.898669,17.55106,0.13081206,0.06540603
17425882,234.8255031615252,0.121497005,11.128297009036762,0.10668035,1150.6327,1.0517756,18.036058,393.90805,3.530585,18.862913,894.2593,7.9202666,17.383242,0.1263157,0.06315785
17425883,235.24624014793497,0.11474599,10.976708645104317,0.100697376,1245.743,1.0822737,17.94983,426.1148,3.544678,18.777584,968.0282,7.9613805,17.29718,0.12908667,0.06454334
17425884,234.30889384481304,0.10643166,10.528779104615799,0.09249834,1410.5022,1.1398814,17.814966,481.16986,3.6056273,18.645655,1097.5851,8.115715,17.160805,0.14125183,0.070625916
17425885,235.84666791222128,0.08567413,11.164709316588263,0.07555085,1867.5631,1.2596432,17.510212,733.0438,3.9718683,18.188576,1344.8586,8.164362,16.940208,0.12285112,0.06142556
17425886,235.6770626257793,0.0785954,11.022494414184854,0.06912704,2135.971,1.3341544,17.364412,847.55347,4.0581703,18.030983,1527.8228,8.275162,16.801718,0.117267825,0.058633912
17425887,234.56633830077544,0.06802511,10.23766672460398,0.058939356,2752.982,1.5056,17.088892,1194.957,4.4518824,17.65802,1853.9392,8.538671,16.591661,0.12724686,0.06362343
17425888,236.11796450018042,0.049054973,11.107841932630459,0.043267112,4492.9087,1.8702878,16.557081,2132.7534,5.022966,17.029049,2828.4116,8.899626,16.133043,0.1275909,0.06379545
17425889,234.60638803312978,0.05592346,11.134477575538469,0.049067356,3654.9563,1.697424,16.781195,1780.1616,4.910603,17.225252,2263.66,8.626738,16.374872,0.12825544,0.06412772
17425890,234.75903042776062,0.048656736,10.515719134523453,0.042350154,4702.313,1.9307209,16.507622,2247.7808,5.1479344,16.972015,2948.45,9.04648,16.087915,0.13115534,0.06557767
17425891,234.9906010835394,0.042908683,10.339006746311927,0.037287835,5852.101,2.161899,16.27012,2921.433,5.599857,16.68741,3538.6038,9.386446,15.88982,0.13733505,0.06866752
17425892,235.48936665333918,0.041559972,10.92759058219859,0.036479454,6032.0625,2.1813536,16.237236,3082.0715,5.702616,16.629293,3591.1238,9.350468,15.873824,0.11701592,0.05850796
17425893,235.62272164215915,0.036064867,10.711443880458928,0.031576153,7797.2773,2.5088527,15.958543,4059.2864,6.2896533,16.330276,4557.9956,9.90633,15.614965,0.122338876,0.061169438
17425894,236.05736350021775,0.03228797,11.726006865553563,0.028721996,9128.905,2.693531,15.7873535,4972.611,6.7855144,16.10994,5148.372,10.070135,15.482725,0.12751392,0.06375696
17425895,235.40185986005002,0.030114653,10.64812127534275,0.026321933,10851.924,3.0111403,15.599633,5917.563,7.414139,15.921043,6113.668,10.737629,15.296145,0.1220098,0.0610049
17425896,235.81497813705198,0.025138058,10.483172412548518,0.02195482,15197.169,3.693585,15.233994,8618.699,9.081965,15.512796,8255.299,11.981725,14.970068,0.14080083,0.07040042
17425897,235.95534920650394,0.022714186,11.118265772624119,0.020025194,17941.828,4.077784,15.053734,10210.164,9.980154,15.328818,9712.039,12.755528,14.793624,0.12325927,0.061629634
17425898,235.41748644606074,0.018977107,11.828364768762539,0.016865315,24704.008,5.0171685,14.706482,14550.647,12.59065,14.944195,12897.459,14.567843,14.48564,0.13398808,0.06699404
17425899,234.31473864043386,0.015783088,11.804143233810919,0.013963197,35688.703,6.5328584,14.307074,21038.36,16.605452,14.543871,18598.803,18.038893,14.088187,0.13329907,0.066649534
17425900,236.25227419358708,0.012240685,11.340797007781031,0.01083731,58432.184,9.52622,13.7717705,34172.04,24.714655,14.017223,30618.26,25.381268,13.546948,0.14885327,0.074426636
17425904,235.35795433141035,0.33186823,10.28452673725436,0.28856558,337.4817,0.76593894,19.367775,119.10961,3.5864124,20.161533,258.22073,7.8774705,18.731922,0.15239029,0.07619514
17426112,0.0,0.0,0.0,0.0,39.835205,0.0,21.687733,6.8838215,0.0,23.256826,40.27187,0.0,20.749395,0.14918227,0.07459114
17426119,0.0,0.0,0.0,0.0,61.165955,0.0,21.222126,13.263234,0.0,22.544777,58.1713,0.0,20.350128,0.14277348,0.07138674
17426126,0.0,0.0,0.0,0.0,47.156887,0.0,21.504538,9.704833,0.0,22.88393,45.668358,0.0,20.612862,0.12898311,0.064491555
17426130,0.0,0.0,0.0,0.0,59.54854,0.0,21.251223,13.312185,0.0,22.540777,56.048424,0.0,20.390491,0.13130623,0.065653116
17426154,235.87978158990379,1.0600821,10.736500020312326,0.9293395,95.12094,0.6538789,20.74271,21.360905,2.7231107,22.027351,89.40737,7.7851243,19.883467,0.11429179,0.057145894
17426157,236.28967514010682,1.1699936,10.409771296396945,1.0225445,86.21998,0.6507433,20.84938,19.235596,2.7227263,22.141136,81.20183,7.8068137,19.987986,0.13893229,0.069466144
